===== Elasticsearch Rally Benchmark: c5.xlarge =====
Timestamp: 2026-01-21T05:47:19+00:00
ES Host: es-server-c5-xlarge

=== ES Cluster Info ===
{
  "name" : "benchmark-node",
  "cluster_name" : "rally-benchmark",
  "cluster_uuid" : "X3FthwnARyC2PLzKceXiFQ",
  "version" : {
    "number" : "8.11.0",
    "build_flavor" : "default",
    "build_type" : "docker",
    "build_hash" : "d9ec3fa628c7b0ba3d25692e277ba26814820b20",
    "build_date" : "2023-11-04T10:04:57.184859352Z",
    "build_snapshot" : false,
    "lucene_version" : "9.8.0",
    "minimum_wire_compatibility_version" : "7.17.0",
    "minimum_index_compatibility_version" : "7.0.0"
  },
  "tagline" : "You Know, for Search"
}

=== ES Cluster Health ===
{
  "cluster_name" : "rally-benchmark",
  "status" : "yellow",
  "timed_out" : false,
  "number_of_nodes" : 1,
  "number_of_data_nodes" : 1,
  "active_primary_shards" : 1,
  "active_shards" : 1,
  "relocating_shards" : 0,
  "initializing_shards" : 0,
  "unassigned_shards" : 1,
  "delayed_unassigned_shards" : 0,
  "number_of_pending_tasks" : 0,
  "number_of_in_flight_fetch" : 0,
  "task_max_waiting_in_queue_millis" : 0,
  "active_shards_percent_as_number" : 50.0
}

=== Running Rally Benchmark ===
Track: geonames


    ____        ____
   / __ \____ _/ / /_  __
  / /_/ / __ `/ / / / / /
 / _, _/ /_/ / / / /_/ /
/_/ |_|\__,_/_/_/\__, /
                /____/

[INFO] Race id is [6ba4f94b-03b4-4234-a3be-6d3caa35c2e8]

---------------------------------
[INFO] SUCCESS (took 468 seconds)
---------------------------------

=== Rally Results ===
Duration: 469.341590255s

|                                                         Metric |         Task |           Value |   Unit |
|                                   50th percentile service time | index-append |   875.441       |     ms |
|                                   90th percentile service time | index-append |  1408.9         |     ms |
|                                   99th percentile service time | index-append |  5602.4         |     ms |
|                                 99.9th percentile service time | index-append | 12593.3         |     ms |
|                                  100th percentile service time | index-append | 14475.5         |     ms |
|                                                     error rate | index-append |     0           |      % |
|                                                 Min Throughput |  index-stats |    89.92        |  ops/s |
|                                                Mean Throughput |  index-stats |    89.95        |  ops/s |
|                                              Median Throughput |  index-stats |    89.96        |  ops/s |
|                                                 Max Throughput |  index-stats |    89.97        |  ops/s |
|                                        50th percentile latency |  index-stats |     2.4345      |     ms |
|                                        90th percentile latency |  index-stats |     3.2664      |     ms |
|                                        99th percentile latency |  index-stats |     3.54597     |     ms |
|                                      99.9th percentile latency |  index-stats |     3.7596      |     ms |
|                                       100th percentile latency |  index-stats |     4.25723     |     ms |
|                                   50th percentile service time |  index-stats |     1.25797     |     ms |
|                                   90th percentile service time |  index-stats |     1.40279     |     ms |
|                                   99th percentile service time |  index-stats |     1.57629     |     ms |
|                                 99.9th percentile service time |  index-stats |     1.85221     |     ms |
|                                  100th percentile service time |  index-stats |     2.96348     |     ms |
|                                                     error rate |  index-stats |     0           |      % |
|                                                 Min Throughput |   node-stats |   377.22        |  ops/s |
|                                                Mean Throughput |   node-stats |   382.7         |  ops/s |
|                                              Median Throughput |   node-stats |   382.7         |  ops/s |
|                                                 Max Throughput |   node-stats |   388.17        |  ops/s |
|                                        50th percentile latency |   node-stats |     1.91418     |     ms |
|                                        90th percentile latency |   node-stats |     2.16809     |     ms |
|                                        99th percentile latency |   node-stats |     2.53393     |     ms |
|                                      99.9th percentile latency |   node-stats |     6.86811     |     ms |
|                                       100th percentile latency |   node-stats |    11.1091      |     ms |
|                                   50th percentile service time |   node-stats |     1.91418     |     ms |
|                                   90th percentile service time |   node-stats |     2.16809     |     ms |
|                                   99th percentile service time |   node-stats |     2.53393     |     ms |
|                                 99.9th percentile service time |   node-stats |     6.86811     |     ms |
|                                  100th percentile service time |   node-stats |    11.1091      |     ms |
|                                                     error rate |   node-stats |     0           |      % |

=== ES Final Stats ===
health status index    uuid                   pri rep docs.count docs.deleted store.size pri.store.size dataset.size
yellow open   geonames RS_XuZ8yT4S_cUE1tSXWzA   1   1   22793006            0        6gb            6gb          6gb

{
  "_nodes" : {
    "total" : 1,
    "successful" : 1,
    "failed" : 0
  },
  "cluster_name" : "rally-benchmark",
  "nodes" : {
    "KGoyKMQEQwGEqcYI5y2JhA" : {
      "timestamp" : 1768974909130,
      "name" : "benchmark-node",
      "transport_address" : "10.100.47.217:9300",
      "host" : "10.100.47.217",
      "ip" : "10.100.47.217:9300",
      "roles" : [
        "data",
        "data_cold",
        "data_content",
        "data_frozen",
        "data_hot",
        "data_warm",
        "ingest",
        "master",
        "ml",
        "remote_cluster_client",
        "transform"
      ],
      "attributes" : {
        "ml.machine_memory" : "8109588480",
        "ml.allocated_processors" : "4",
        "ml.allocated_processors_double" : "4.0",
        "ml.max_jvm_size" : "3221225472",
        "ml.config_version" : "11.0.0",
        "xpack.installed" : "true",
        "transform.config_version" : "10.0.0"
      },
      "indices" : {
        "docs" : {
          "count" : 22793006,
          "deleted" : 0
        },
        "shard_stats" : {
          "total_count" : 1
        },
        "store" : {
          "size_in_bytes" : 6540298058,
          "total_data_set_size_in_bytes" : 6540298058,
          "reserved_in_bytes" : 0
        },
        "indexing" : {
          "index_total" : 22793006,
          "index_time_in_millis" : 2111927,
          "index_current" : 0,
          "index_failed" : 0,
          "delete_total" : 0,
          "delete_time_in_millis" : 0,
          "delete_current" : 0,
          "noop_update_total" : 0,
          "is_throttled" : false,
          "throttle_time_in_millis" : 0,
          "write_load" : 2.248929172514374
        },
        "get" : {
          "total" : 0,
          "time_in_millis" : 0,
          "exists_total" : 0,
          "exists_time_in_millis" : 0,
          "missing_total" : 0,
          "missing_time_in_millis" : 0,
          "current" : 0
        },
        "search" : {
          "open_contexts" : 0,
          "query_total" : 0,
          "query_time_in_millis" : 0,
          "query_current" : 0,
          "fetch_total" : 0,
          "fetch_time_in_millis" : 0,
          "fetch_current" : 0,
          "scroll_total" : 0,
          "scroll_time_in_millis" : 0,
          "scroll_current" : 0,
          "suggest_total" : 0,
          "suggest_time_in_millis" : 0,
          "suggest_current" : 0
        },
        "merges" : {
          "current" : 0,
          "current_docs" : 0,
          "current_size_in_bytes" : 0,
          "total" : 20,
          "total_time_in_millis" : 737265,
          "total_docs" : 21792002,
          "total_size_in_bytes" : 5610219937,
          "total_stopped_time_in_millis" : 1188,
          "total_throttled_time_in_millis" : 117835,
          "total_auto_throttle_in_bytes" : 32134281
        },
        "refresh" : {
          "total" : 37,

===== Rally Benchmark Complete =====
